RECRUITED_PERCENTAGE_LESS_THAN;동원 가능한 병사의 §Y$VAL$§W% 미만을 모집했습니다.\n
RECRUITED_PERCENTAGE_MORE_THAN;동원 가능한 병사의 최소 §Y$VAL$§W% 이상을 모집했습니다.\n
SEPARATISM_TECH;분리주의
INC_RES_TECH;연구 점수
TOTAL_POPS_NOT_TR;$WHERE$의 POP이 §Y$VAL$§W명 미만입니다.\n
TOTAL_POPS_TR;$WHERE$의 POP이 최소 §Y$VAL$§W명 이상입니다.\n
IS_CRIME_NOT_HIGHER_THAN_EDU_TR;행정보다 §Y교육§W에 더 많은 예산을 지출 중이어야 합니다.\n
IS_CRIME_HIGHER_THAN_EDU_TR;교육보다 §Y행정§W에 더 많은 예산을 지출 중이어야 합니다.\n
ANY_AT_WAR_STARTS;다음과 전쟁 중인 모든 국가:
REBEL_POWER_LESS_THAN;반란군의 위협이 §Y$VAL$§W% 미만입니다.
REBEL_POWER_MORE_THAN;반란군의 위협이 최소 §Y$VAL$§W% 이상입니다.
POP_TYPE_PERC_NOT;$NAME$ 비율이 §Y$VAL$%§W 미만입니다.\n
POP_TYPE_PERC;$NAME$ 비율이 최소 §Y$VAL$%§W 이상입니다.\n
MAJORITY_IS;인구의 다수가 다음임:
MAJORITY_IS_NOT;인구의 다수가 다음이 아님:
ICL;아이슬란드
ICL_ADJ;아이슬란드
ISR;이스라엘
ISR_ADJ;이스라엘
BYZ;비잔티움 제국
BYZ_ADJ;비잔티움
BYZ_conservative;콤마 에스니코프로논
BYZ_reactionary;콤마 팔레올로고스
BYZ_liberal;콤마 필렐레프테론
BYZ_anarcho_liberal;네오테리스티콘 콤마
BYZ_socialist;소시알리스티코 콤마 비잔토스
BYZ_communist;비잔티움 공산당
BYZ_fascist;콤마 톤 엘레프테로프로논
ISR_conservative;헤루트
ISR_reactionary;하지트 다티트 메우헤데트
ISR_liberal;미플라가 프로그레시비트
ISR_anarcho_liberal;치오님 클랄림
ISR_socialist;미플레게트 포알레이 에레츠 이스라엘
ISR_communist;하미플라가 하코무니스티트 하이스라엘리트
ISR_fascist;브리트 하비리오님
ICL_conservative;시알프스타이디스플로퀴린
ICL_reactionary;보르가라플로퀴린
ICL_liberal;프람소크나르플로퀴린
ICL_anarcho_liberal;베스티 플로퀴린
ICL_socialist;알티에두플로퀴린
ICL_communist;이슬란즈 코무니스타플로퀴르
ICL_fascist;플로퀴르 티오데르니스신나
ANY_CORE_LIMITED;다음 조건을 만족하는 핵심주:\n
ANY_CORE_NORMAL;모든 핵심 프로빈스에 다음 효과를 얻습니다:\n
POLITICS_NOT_BEFORE;§Y$DATE$§W 이전에는 집권당을 다시 변경할 수 없습니다.
POLITICS_NOT_ACCEPTED;우리 정부 형태에서는 §Y$WHICH$§W 정당을 허용하지 않습니다.
RELEASE_PRESTIGE;위신:
RELEASE_INFAMY;악명:
PROV3247;서하와이
PROV3248;서마젤란 해협
EVTDESC1002;경제적 자유의 부족과 지지부진한 의회 개혁의 속도에 불만을 품은 자유주의자 단체가 $COUNTRY_ADJ$ 정치계에 새로운 파벌을 형성했습니다. 무정부적 자유주의자는 자유주의 이념의 혁명적 전위대이며, $COUNTRY$ 안팎에 그들의 자유와 자유무역 이념이 제정되는 모습을 보기 위해서라면 수단과 방법을 가리지 않을 것입니다.
SOMEONE_HAS_ADDED_STATUS_QUO;누군가가 §Y현상 유지§W 전쟁 목표를 추가한 경우 새로운 전쟁 목표를 추가할 수 없습니다
NO_INTERVENTION_NOT_ENOUGH_OPINION;개입하기 위해서는 전쟁 목표의 대상이 된 국가가 우리에게 최소 §Y$REQLEVEL$§W의 관계도를 가지고 있어야 합니다.
peking_convention_title;베이징 조약
peking_convention_desc;네르친스크 조약(1689년) 이후로 러시아 제국은 아르군강과 스타노보이산맥을 러시아와 중국 사이의 자연적인 국경으로 인정해 왔습니다. 19세기에 중반에 이르러 러시아인들은 이 국경을 넘어 스타노보이산맥과 아무르강 사이의 광활한 영토를 차지하기 위해 경계를 확장하려 했습니다. 서구 동맹국들은 훗날 중국 황제의 여름 원명원을 불태우고 베이징에 입성하며 제2차 아편전쟁을 끝맺었습니다. 이때 니콜라이 이그나티예프라는 교활한 소장은 중국에 러시아만이 서구 동맹국들을 베이징에서 철수시킬 수 있다고 설득했습니다. 그 지원의 대가가 바로 베이징 조약이었으며, 이 조약은 무라비요프가 차지한 영토를 확정하는 것에 더해 우수리강과 태평양 사이의 영토를 러시아에 할양하는 것이었습니다. 이로써 러시아는 총 한 방 쏘지 않고 약 35만 평방마일의 영토를 획득했습니다.
russian_vladivostok_title;동방의 지배자
russian_vladivostok_desc;1860년 7월, 조선 국경 근처에 '동방의 지배자'를 의미하는 블라디보스토크 항구가 건설되었습니다. 이 항구는 러시아의 주요 무역항이자 조선소가 될 것입니다. 결과적으로 이곳은 대륙 횡단 철도의 중심지이자 그 자체로 거대한 과학, 문화, 산업의 중심지가 될 것입니다. 차르는 이 도시가 서구와 동양을 잇는 허브가 되기를 꿈꿨습니다. 어쩌면 블라디보스토크로 향하는 철도가 유라시아의 물자와 원자재를 운송함에 있어 수에즈 운하를 대체하게 될지도 모르는 일입니다.
EVTNAME80000;베이징 조약
EVTDESC80000;러시아인들이 자신들의 정당한 영토 약탈을 묵인하라고 우리에게 요구해 왔습니다. 이 얼마나 분통 터지는 일입니까마는, 우리에겐 통탄스럽게도 그들의 요구를 받아들이는 것 외에는 다른 도리가 없을지도 모릅니다. 만약 수락한다면 그들은 다른 유럽인들에 맞서 우리의 주권을 보장하는 데 도움을 줄 것입니다. 게다가 만약 러시아인들이 이 문제를 무력으로 해결하기로 결정한다면, 우리는 그들을 꺾을 능력이 없을지도 모릅니다.
EVTOPTA80000;우리에게 선택의 여지는 없다, 조약에 서명하라.
EVTOPTB80000;차르나 지옥에나 가라지!
EVTNAME80001;중국이 조약을 거부하다
EVTDESC80001;배은망덕한 중국인들은 우리의 정당한 요구에 동의하느니 차라리 그들의 도시가 불타는 것을 보는 편을 선택했습니다. 우리는 어쩌면 통제 불능인 우리의 아시아 이웃들의 욕구를 수용해야 할지도 모릅니다.
EVTOPTA80001;한 번 러시아의 깃발이 게양된 곳에서 깃발이 내려와서는 안 된다!
OL_SIEGES;점령
IS_NOT_BIG_PROD_TRIG;§Y$VAL$§W의 주요 생산국이 아닙니다.\n
IS_BIG_PROD_TRIG;§Y$VAL$§W의 주요 생산국입니다.\n
HAVE_LOWER_RANK_THAN;다음 국가보다 낮은 순위:
HAVE_HIGHER_RANK_THAN;다음 국가보다 높은 순위:
MUST_NEGOTIATE_WITH_WAR_LEADER_STATUS_QUO;우리가 전쟁 목표를 추가했고 적이 §Y현상 유지§W 전쟁 목표를 추가했으므로 적의 §Y전쟁 주도국§W과 협상해야 합니다
law_of_guarantees_title;보장법
law_of_guarantees_desc;1870년에 통과된 '보장법'은 이탈리아 왕국이 '로마 문제'를 해결하기 위해 통과시킨 법안으로, 대사 파견 및 접견 권리를 포함하여 교황에게 국왕과 동등한 특권을 부여하는 내용을 담고 있었습니다. 그러나 교황 비오 9세는 이를 교황청의 독립성을 침해하는 것으로 보았으며 그와 후임자들은 이 법안을 받아들이기를 거부했습니다. 비록 이 문제는 1929년 라테라노 조약에 이르러서야 실질적인 해결을 보게 되지만, 그럼에도 보장법의 제정은 젊은 왕국의 수도가 이제부터 로마가 될 것임을 의미했습니다.
form_byzantine_empire_title;왕 중의 왕, 지배자들의 지배자
form_byzantine_empire_desc;오스만 제국이 무너짐에 따라 1453년이라는 어둠의 시기 그리스인의 손에서 이토록 잔인하고 기만하게 갈취되었던 로마 제국의 황제 직위에 대한 오스만의 주장이 모두 점차 기억 속에서 희미해지고 있습니다. 만인의 염원이었던 도시 콘스탄티노폴리스는 수세기에 걸친 튀르크의 점령 끝에, 다시 그리스인들의 손에 들어왔습니다. 지난한 수년과 시간이 다시 흘러 마침내 도시는 또다시 우리의 것이 되었습니다. 바실레우스시여, 우리의 제국이 복원되었음을 선포하소서!
form_israel_title;밸푸어 선언
form_israel_desc;'국왕 폐하의 정부는 유대인들을 위한 민족 국가를 팔레스타인에 수립하는 것을 호의적으로 바라보며, 이 목표를 달성하는 것을 촉진하기 위해 최선의 노력을 다할 것이다...'\n\n우리는 유대 민족의 고대 탄생지인 유대와 레반트 지역에 상당한 영향력을 행사하고 있으므로, 그곳에 유대 민족을 위한 민족의 고향을 수립하는 것을 찬성하고 지지한다는 유의미한 선언을 발표할 수 있습니다.
BYZ_absolute_monarchy;비잔티움 제국
BYZ_proletarian_dictatorship;적색 테마 연방
BAB;바빌론
BAB_ADJ;바빌론
BAB_conservative;법전당
BAB_liberal;공중정원당
BAB_reactionary;함무라비의 조력자
BAB_communist;지구라트 파벌 (마르크스-레닌주의)
BAB_anarcho_liberal;아마기 인민전선
BAB_socialist;탑의 건설자들
BAB_fascist;바빌론 동물원
build_the_tower_of_babylon_title;바벨탑
build_the_tower_of_babylon_desc;우리의 자랑스러운 조상들이 시작한 위대했던 건축 프로젝트는 지난 수천 년 동안 거의 진전이 없었습니다. 이라크의 비약적인 권력 상승과 세계적인 지위 구축에 발맞추어, 최근 이 프로젝트를 다시 시작하자는 논의가 들려오고 있습니다... 비록 최근 들어 그들의 언동들이 이상하게 이해하기 힘들어지기는 했지만 말입니다! 현대의 엄청난 기술력이 있다면 어떤 기적이 달성될 수 있을지 누가 알겠습니까?
EVTNAME4430;개혁에 대한 압력
EVTDESC4430;'그리고 사랑은 감히 우리가 우리 자신을 돌보는 방식을 바꾸게 부추긴다네.'\n-- 퀸\n\n$COUNTRY$의 정치적 상황은 갈수록 대표성이 결여된 상원의 현자들에 의문을 제기하는 충성스러운 백성들이 늘어나면서 최근 들어 악화일로를 걷고 있습니다. 상원은 정치 개혁을 목표로 하는 모든 시도와 계획을 끊임없이 묻어버리는 데 주요한 원인이 있는 폐쇄적인 기관으로 여겨지고 있으며, 사람들은 더 폭넓은 대표성을 허용하기 위해 상원의 창설 헌장을 재작성해야 한다고 요구하고 있습니다.
EVTOPTA4430;압박감에 짓눌려 무너져 가는 우릴 보며 광기가 비웃는구나.
EVTOPTB4430;우리에게 한 번만 더 기회를 줄 순 없을까?
#ADM_DESC;행정 예산 지출은 관료들이 건전한 관료제를 운영 및 유지할 수 있게 하여, 결론적으로 우리의 행정 효율을 증가시킵니다. 행정 효율이 낮다는 것은 정부가 지출을 할 때마다 더 많은 비용을 실질적으로 빠져나간다는 것을 의미합니다. 모든 정부 지출의 기본 비용은 실제 지불할 비용을 결정하기 위해 당신의 행정 효율에 반비례하여 항상 증가합니다.
RELEASE_PLAY_AS;플레이: 
EGY_921;팔레스타인
raise_the_bonnie_blue_flag_title;보니 블루 플래그!
raise_the_bonnie_blue_flag_desc;'만세! 만세!\n남부의 권리를 위하여, 만세!\n하나의 별을 품은 보니 블루 플래그를 위하여, 만세!'\n\n'보니 블루 플래그'는 맹방의 첫 비공식 국기였으며, 동명의 국기를 다루는 해리 매카시의 1861년 인기 전시 행진곡 제목이기도 합니다. 남군의 상징 보니 블루 플래그를 게양하고, 우리의 깃발 아래로 몰려드는 신병들의 물결을 지켜보십시오.
the_bonnie_blue_flag;보니 블루 플래그
the_bonnie_blue_flag_desc;푸른색 바탕 위의 하얀 별 하나가 병사들을 전장으로 이끕니다.
trinket_wage;푼돈 수준의 최저 임금
tut_2b_15;공장 건설 방식은 현재 국가의 경제 정책에 따라 달라집니다. 예를 들어, '자유방임주의' 경제 체제 하에서 모든 공장은 자본가들이 알아서 짓게 될 것입니다. 하지만, 현재 벨기에 정부 형태에서는 정부와 자본가 양측 모두가 직접 공장을 지을 수 있습니다. 가능한 한 많은 곳에 공장을 짓는 것은 국가 경제를 성장시킬 완벽한 방법입니다. 자, 이번엔 직공과 인부 등 노동자들이 넘쳐나는 왈로니에 공장을 건설하기 위해 '공장 건설' 버튼을 클릭해보세요.
webster_ashburton_treaty_title;웹스터-애시버턴 조약
webster_ashburton_treaty_desc;사상자 없이 벌어진 아루스투크 전쟁 이후, 1842년 대영제국과 미합중국 사이에 맺어진 웹스터-애시버턴 조약은 메인과 뉴브런즈윅 사이의 국경을 최종 확정짓고 오대호의 공동 사용을 규정했으며, 49도선 국경을 재확인하고 대서양 노예 무역의 종식을 향한 양측의 상호 유지를 촉구했습니다.
SPA_2209;쿠바
ENG_203;카리브 제도
PV_CLERGY_LIT_PROVIDES;성직자 프로빈스: $VAL$
PV_CLERGY_LIT_NUM;전체 인구 중 성직자 $NUM$명 (최적 $OPT$): $VAL$
PV_CLERGY_SETTING;교육 지출 예산 $SETTING$ 상태: $VAL$
PV_CLERGY_TECH;기술에서: $VAL$
EVTNAME13357;실권 원칙
EVTDESC13357;'실권 원칙'은 영국의 인도 예속국인 번왕국들에 대한 영국의 부단없는 견제 정책으로, 통치자가 직계 후계자 없이 죽거나 통치자가 '명백히 무능하다'고 밝혀진 경우 영국 동인도 회사가 즉시 해당 국가를 속령으로 합병할 수 있다고 규정한 원칙입니다. 역사적으로 이 원칙은 사타라, 삼발푸르, 나그푸르, 잔시, 아와드 등 거대한 번왕국들의 합병에 큰 영향을 미쳤습니다. 우리나라의 현재 상태로 인해 영국 동인도 회사 관리들이 오늘 우리 번왕국의 통치 권한이 백지화되었음을 선언했습니다.
EVTOPTA13357;안 돼애애!
EVTNAME13358;실권 원칙
